"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-09-25T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.75,"bereinigt"
"2025-09-25T15:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",76.97,"bereinigt"
"2025-09-25T15:00+0100","Zch_Heubeeribüel","T","h1","°C",12.0,"bereinigt"
"2025-09-25T15:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.92,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.97,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",13.75,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",172.05,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.39,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.16,"bereinigt"
"2025-09-25T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.03,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",69.48,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",14.37,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",337.31,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.04,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.88,"bereinigt"
"2025-09-25T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.51,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.1,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",201.82,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",14.03,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",336.39,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.7,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.5,"bereinigt"
"2025-09-25T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.93,"bereinigt"
"2025-09-25T16:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",81.87,"bereinigt"
"2025-09-25T16:00+0100","Zch_Heubeeribüel","T","h1","°C",11.34,"bereinigt"
"2025-09-25T16:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.26,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",68.88,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",13.3,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",187.12,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.39,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.2,"bereinigt"
"2025-09-25T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.32,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",69.18,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",13.86,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",349.58,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.76,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.55,"bereinigt"
"2025-09-25T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.88,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",65.14,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",88.26,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",13.65,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",330.15,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.59,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.28,"bereinigt"
"2025-09-25T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.21,"bereinigt"
"2025-09-25T17:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",83.45,"bereinigt"
"2025-09-25T17:00+0100","Zch_Heubeeribüel","T","h1","°C",10.36,"bereinigt"
"2025-09-25T17:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.7,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",72.49,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",12.71,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",165.57,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.25,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.08,"bereinigt"
"2025-09-25T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.82,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.64,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",13.61,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",357.36,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.56,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.34,"bereinigt"
"2025-09-25T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.31,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.97,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",33.03,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",13.25,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",351.19,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.66,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.57,"bereinigt"
"2025-09-25T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.7,"bereinigt"
"2025-09-25T18:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",91.57,"bereinigt"
"2025-09-25T18:00+0100","Zch_Heubeeribüel","T","h1","°C",9.54,"bereinigt"
"2025-09-25T18:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.2,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.8,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",12.2,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",197.03,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.26,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.15,"bereinigt"
"2025-09-25T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.26,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.06,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",13.03,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",354.99,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.51,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"bereinigt"
"2025-09-25T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.71,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.47,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.45,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",12.77,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",312.07,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.15,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.03,"bereinigt"
"2025-09-25T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.21,"bereinigt"
"2025-09-25T19:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",91.96,"bereinigt"
"2025-09-25T19:00+0100","Zch_Heubeeribüel","T","h1","°C",9.3,"bereinigt"
"2025-09-25T19:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.31,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",78.42,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.86,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",181.38,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.26,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.11,"bereinigt"
"2025-09-25T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.47,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.08,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",12.66,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",12.73,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.49,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.25,"bereinigt"
"2025-09-25T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.89,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.45,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",12.56,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",316.39,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.06,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.98,"bereinigt"
"2025-09-25T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.4,"bereinigt"
"2025-09-25T20:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",91.8,"bereinigt"
"2025-09-25T20:00+0100","Zch_Heubeeribüel","T","h1","°C",9.23,"bereinigt"
"2025-09-25T20:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.38,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.14,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.38,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",36.77,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.24,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.04,"bereinigt"
"2025-09-25T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.61,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",81.99,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",12.3,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",359.78,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.49,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.27,"bereinigt"
"2025-09-25T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",971.08,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.21,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.95,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",301.91,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.73,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.68,"bereinigt"
"2025-09-25T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.53,"bereinigt"
"2025-09-25T21:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",93.14,"bereinigt"
"2025-09-25T21:00+0100","Zch_Heubeeribüel","T","h1","°C",9.11,"bereinigt"
"2025-09-25T21:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.48,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",83.49,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.12,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",263.22,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.19,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.07,"bereinigt"
"2025-09-25T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.77,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.19,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.99,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",347.86,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.55,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.42,"bereinigt"
"2025-09-25T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",971.27,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.75,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.64,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",307.36,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.81,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.76,"bereinigt"
"2025-09-25T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.71,"bereinigt"
"2025-09-25T22:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",91.78,"bereinigt"
"2025-09-25T22:00+0100","Zch_Heubeeribüel","T","h1","°C",9.15,"bereinigt"
"2025-09-25T22:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.45,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",86.13,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.71,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",100.21,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.19,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.11,"bereinigt"
"2025-09-25T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.77,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",86.51,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.73,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.65,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",349.53,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.51,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.38,"bereinigt"
"2025-09-25T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",971.27,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.09,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.38,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",6.32,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.87,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.68,"bereinigt"
"2025-09-25T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.72,"bereinigt"
"2025-09-25T23:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",92.94,"bereinigt"
"2025-09-25T23:00+0100","Zch_Heubeeribüel","T","h1","°C",9.06,"bereinigt"
"2025-09-25T23:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.34,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",87.27,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.46,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",95.35,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.23,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.12,"bereinigt"
"2025-09-25T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.62,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",88.16,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.46,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",348.15,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.53,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.46,"bereinigt"
"2025-09-25T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",971.12,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.23,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.14,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",3.94,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.79,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.67,"bereinigt"
"2025-09-25T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.54,"bereinigt"
"2025-09-26T00:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",96.91,"bereinigt"
"2025-09-26T00:00+0100","Zch_Heubeeribüel","T","h1","°C",8.58,"bereinigt"
"2025-09-26T00:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.12,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",91.45,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.93,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","WD","h1","°",133.63,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.22,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.1,"bereinigt"
"2025-09-26T00:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.36,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",92.32,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.92,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",331.2,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.75,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.69,"bereinigt"
"2025-09-26T00:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.87,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.06,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.61,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",355.18,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.15,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.98,"bereinigt"
"2025-09-26T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.27,"bereinigt"
"2025-09-26T01:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",98.96,"bereinigt"
"2025-09-26T01:00+0100","Zch_Heubeeribüel","T","h1","°C",8.36,"bereinigt"
"2025-09-26T01:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.11,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",91.47,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.03,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","WD","h1","°",194.68,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.23,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.09,"bereinigt"
"2025-09-26T01:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",968.36,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",92.82,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.78,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",352.29,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.57,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.46,"bereinigt"
"2025-09-26T01:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.85,"bereinigt"
"2025-09-26T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.5,"bereinigt"
